Title,Product,Application ,Defect ID,Core Patch/Charts,Custom ms/Module/VM/Orchestration Zip,Comments/Instructions,Commit ID,Dependency,Released,Release Date,Item Type,Path
15.5.14,D1,OC,NA,"
OCHF#87
","
NA","
NA","
72bb409d403
",,TRUE,7/27/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.14,D1,OH,CDEX-241690,"
OHHF#45
","
NA","
NA","
c2184c2d253
",,TRUE,7/27/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.14,D1,OC,NA,"
CE HF#11
","
NA","
NA","
579d491d782
",,TRUE,7/27/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.14,R1,RTB,CDEX-242261,"
RTBHF#94
","
NA","
NA","
38bc8649a62
",,TRUE,7/27/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.14,D1,OC,CDEX-244588,"
NA","
productorder-wrappe:15.5.8
","
NA","
5aa96a46760
",NA,TRUE,7/27/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.15,MMap,MMAP,CDEX-241577,"
?No
","
?15.5.21
","
?To fix this defect retention period of the OUTPUT table has been changed to 120 days.
",,,TRUE,7/28/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.15,MMap,MMAP,CDEX-240519,"
?No
","
?15.5.21
","
?To fix this defect retention period of the Input files and OUTPUT table has been changed to 360 days.
",,,TRUE,7/28/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.15,R1,RTB,disabling atnt-eventValidator,"
NA","
NA","
Deployment instruction:
Delete the collection      from rtb couchbasertb_cust_persist.atnt.eventvalidatorUninstall ms      atnt-eventValidatorIn Jenkins add parameterRUN_EVENTVALIDATOR(default value will be false)Run RTB pipeline and verify if event validator is not getting deployed.
","
242b3339c3f
",NA,TRUE,7/30/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.15,NEO,OSO,CDEX-233407 and  BSSE-78731 - BULK API for TADA,"
oni-federation- 1.0.699-48
onsi-2.0.1461-52
ops-ui-1.0.837-14
run-time-catalog-1.0.289-23
persistence-10.7.242
platform-10.7.193-53
platform-config-10.7.87
ms360-security-10.7.79-25nap-common-10.6.349-3","
Orchestration Zip: http://os-nexus2:8081/repository/att.maven.snapshot/com/amdocs/oss/att/customization/att-orchestration/10.4-Support1-SNAPSHOT/att-orchestration-10.4-Support1-20230727.171803-13-src.zip

Storage Build :  http://ilososp030.corp.amdocs.com:7070/view/ATT/job/ATT_Storage_Creation_10.4/178/
Please add the following mapping in att-dop override file -external:    id: InsINS
  internal:
    id: UI:insight
 -external:
    id: TADA_API_fulfillment
  internal:
    id: TADA_API_fulfillment Please also enable the bulk api by adding following changes in onsi override file:- onsi-bulk-api:  enabled: true
 Additional changes as required below :- 
Keyspace in Cassandra has to be created as below :
CREATE KEYSPACE IF NOT EXISTS bulk_api_management WITH replication = {'class':'SimpleStrategy', 'replication_factor': 1} }  AND durable_writes = true;

 
CREATE TABLE IF NOT EXISTS bulk_api_management.batch_request_data(batch_id text, batch_request_id text, request_data text, PRIMARY KEY (batch_request_id, batch_id));
 
CREATE TABLE IF NOT EXISTS bulk_api_management.batch_metadata(batch_id text, batch_request_id text, status text, request_metadata text, PRIMARY KEY (batch_request_id, batch_id));
 
Changes in ONSI override :
 
global:
  oni:
    kafka:
      hosts:""<Kafka-Host:Kafka-Port>""
 
onsi:
  onsi-bulk-api:
    enabled: true
    pullPolicy: Always
    app:
      config:
        cassandra:
       host:""<Cassandra-Host>""
        port:<Cassandra-Port>
       createSchema: ""false"" ","TLC Version:  10.4.323-Support1

Reference Images:
ATT MSs Image: 10.4-Support1-SNAPSHOT-119
Customization Image:  10.4-Support1-SNAPSHOT-223
ONI Image: 10.4-Support1-SNAPSHOT-20
Reference Env:
Master IP = 10.247.25.15
Node1 IP = 10.247.25.35
Chart Backup Build:
http://os-delivery-jenkins:8080/job/Utility/job/NexusUtility/job/backupOldCharts/33/
Image Backup Build : 
http://os-delivery-jenkins:8080/job/Utility/job/NexusUtility/job/backupDockersWithoutDeploy/273/","
NA",NA,TRUE,7/30/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.00,D1,OC,NA,"
NA","
NA","
Uninstall below listed MSs and also delete associated resources (if any**):
error-management
highvolumeorder-subdomain
highvolumeorder-highvolumeorder
highvolumeorder-stepintegration
pa-subdomain
pa-proposalandagreement","
7f4adb21c7b
e0635d4b1bf
d0f94936ed3
",NA,TRUE,7/30/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.15,R1,RTB,CDEX-241880,"
RTBHF#96
","
NA","
NA","
0c5605a9f2a
",NA,TRUE,7/30/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.17,NEO,OSO,CDEX-245715,"
oni-federation- 1.0.699-48
onsi-2.0.1461-52
ops-ui-1.0.837-14
run-time-catalog-1.0.289-23
persistence-10.7.242
platform-10.7.193-53
platform-config-10.7.87
ms360-security-10.7.79-25nap-common-10.6.349-3
","
Orchestration Zip: http://os-nexus2:8081/repository/att.maven.snapshot/com/amdocs/oss/att/customization/att-orchestration/10.4-Support1-SNAPSHOT/att-orchestration-10.4-Support1-20230728.214941-14-src.zip

Storage Build :http://ilososp030.corp.amdocs.com:7070/view/ATT/job/ATT_Storage_Creation_10.4/181/ (In-Progress)
","
TLC Version:   10.4.325-Support1
Reference Images:
ATT MSs Image: 10.4-Support1-SNAPSHOT-119
Customization Image:   10.4-Support1-SNAPSHOT-224 
ONI Image:  10.4-Support1-SNAPSHOT-20
Reference Env:
Master IP = 10.247.25.15Node1 IP = 10.247.25.35



Chart Backup Build:
http://os-delivery-jenkins:8080/job/Utility/job/NexusUtility/job/backupOldCharts/34/
 
Image Backup Build : http://os-delivery-jenkins:8080/job/Utility/job/NexusUtility/job/backupDockersWithoutDeploy/274/

","
NA",NA,TRUE,7/31/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.16,C1,C1,CDEX-241995,"
C1 HF#17","
NA","
NA","
9ec74c143c2
",NA,TRUE,7/31/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.16,D1,OC,NA,"
OC HF#88","
NA","
NA","
4dc8a13bea3
",NA,TRUE,7/31/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.16,D1,OC,NA,"
MPP HF#125","
NA","
Note: All3 PLs should be executed inInstall

Mode ONLY.
","
2e9b7ddeff6
",NA,TRUE,7/31/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.16,R1,RTB,CDEX-245730 CDEX-245627,"
RTB HF#97","
NA","
NA","
53de3f1d26a
",NA,TRUE,7/31/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.16,D1;#R1;#C1,OC;#C1;#RTB;#OH,XDCR fix from production,"
NA","
NA","
NA","
c1db0d58dd6
",NA,TRUE,7/31/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.17,MMap,MMAP,CDEX-237238,"
?No
","
?15.5.15
","
?Defect has been fixed to avoid null values.
","
NA",NA,TRUE,8/1/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.17,D1,OC,BSSE-73901,"
?No
","
NA","
NA","
eb2f60ab694
",NA,TRUE,8/1/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.17,C1;#R1;#D1,OC;#OH;#C1;#RTB,Baseline ED HF#124,Baseline ED HF#124,"
NA","
Note: Please make sure that latest CRD branch of cluster have CRD's versions equals to/ higher versions are also fine.
ms-lifecycle-operator-prerequisites:""1.23.27""
postgres-service-broker-prerequisites:""1.1.16""
couchbase-service-broker-prerequisites:""1.6.17""
elasticsearch-service-broker-prerequisites:""1.8.10""
kafka-service-broker-prerequisites:""1.5.24""
service-catalog:""1.2.21""
service-catalog-prerequisites:""1.2.21""
cb-kafka-connector-operator-prerequisites:""2.13.9""
amd-apigw-pre-requisites-stack:""2.9.4""
domain-router-operator-prerequisites:""1.7.6""
fndsec-idm-operator-helm-pre-requisites:""2.7.8""
 Artifacts DD version:
  MS360_FND_GLOBAL_CONFIG_DD_VERSION: 1.5.12
  MS360_FND_PKI_DD_VERSION: 2.4.9
  MS360_PLT_MILCY_DD_VERSION: 1.23.27
  MS360_FND_KMS_CONFIG_DD_VERSION: 1.2.1
  MS360_PLT_PSB_DD_VERSION: 1.1.16
  MS360_PLT_CSB_DD_VERSION: 1.6.17
  MS360_PLT_ESB_DD_VERSION: 1.8.10
  MS360_PLT_KSB_DD_VERSION: 1.5.24
  MS360_PLT_SMSB_DD_VERSION: 1.1.4
  MS360_FND_IDM_DD_VERSION: 2.12.20
  MS360_FND_SSO_DD_VERSION: 4.19.9
  MS360_FND_EM_DD_VERSION: 1.4.2
  MS360_PLT_NF_SANITY_DD_VERSION: 1.10.5
  MS360_PLT_CBES_CONNECTOR_DD_VERSION: 1.11.12
  MS360_FND_CBKC_DD_VERSION: 2.13.12
  MS360_FND_DS_DD_VERSION: 2.3.1
  MS360_FND_LD_DD_VERSION: 2.4.9
  MS360_FND_MPM_DD_VERSION: 1.2.15
  MS360_PLT_SERVICE_CATALOG_DD_VERSION: 1.2.21
  MS360_FND_OSM_DD_VERSION: 2.4.3
  MS360_PLT_PGI_VERSION: 1.2.4
  MS360_FND_AUDIT_MS_VERSION: 2.2.7
  MS360_FND_API_OPERATOR_VERSION: 1.4.18
  MS360_FND_AMDOCS_API_MS_DD_VERSION: 1.1.12
MS360_FND_BUSINESS_ROLE_HIERARCHY_DD_VERSION: 1.2.2
  MS360_FND_SECURITY_CONTEXT_DD_VERSION: 1.2.3
  KAFKA_ACL_HELM_VERSION: 0.1.14
Note: You can find .tar.gz/artifacts inside DD","
0e59b1f38b9
",NA,TRUE,8/1/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.17,NEO,OUA,CDEX-246420,"
attbsse-aua-10.4.24-prd15.5
ms360-security-10.7.79-25
nap-common-10.6.368
persistence-10.7.242-3
platform-10.7.193-33platform-config-10.7.87-7","
Build:
http://os-delivery-jenkins:8080/job/Delivery/job/ATT_AUA/job/att/job/prd15.5/24/
Orchestration Zip:
http://os-delivery-nexus:8081/repository/att.yum.snapshot/com/amdocs/oss/aua/attbsse/orchestration/10.4.0.0.0-prd15.5-SNAPSHOT/orchestration-10.4.0.0.0-prd15.5-20230801.170802-22-src.zip","
Reference Env:
 Master IP=10.247.147.167
 Node1 IP =10.247.147.205",NA,NA,TRUE,8/1/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.18,D1,OH,BSSE-79039,"
?NA
","
?shippingorder-bridge : 15.5.14
","
?NA
","
?7d04f2a30dc

44dd2060013
",NA,TRUE,8/2/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.18,D1,OC,BSSE-66547,"
NA","
NA","
NA","
2673e8d6211
",NA,TRUE,8/2/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.18,NEO,OSO,BSSE-78731,"
oni-federation- 1.0.699-48
onsi-2.0.1461-59
ops-ui-1.0.837-14
run-time-catalog-1.0.289-23
persistence-10.7.242
platform-10.7.193-53
platform-config-10.7.87ms360-security-10.7.79-25
nap-common-10.6.349-3","
NA","
Reference Env:
Master IP = 10.247.25.15
Node1 IP = 10.247.25.35
Note :-Only new onsi chart version updated for bulk api issue.
","
NA",NA,TRUE,8/2/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.18,BriteBill,BriteBill,CDEX-243862 CDEX-243467 CDEX-243774,"
NA","
NA",Platform hybrid release package: 2.224.6.,"
a7a8ee8e508
",NA,TRUE,8/2/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.19,R1,RTB,CDEX-240746,"
NA","
NA","
NA","
bb0bb516258
",NA,TRUE,8/3/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.19,R1,RTB,CDEX-244949,"
RTB HF#100","
NA","
NA","
a4a6656c9a4
",NA,TRUE,8/3/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.19,D1,OC,NA,"
OC HF#89","
NA","
NA","
6bf417ef220
",NA,TRUE,8/3/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.19,D1,OC,NA,"
Care HF#90","
NA","
NA","
4d9cfd2b282
",NA,TRUE,8/3/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.19,NEO,OSO,1184796-072023,"
oni-federation-1.0.699-52
onsi-2.0.1461-66
ops-ui-1.0.837-14
run-time-catalog-1.0.289-23
persistence-10.7.242
platform-10.7.193-53
platform-config-10.7.87ms360-security-10.7.79-25
nap-common-10.6.349-3","
NA","
Reference Env:
Master IP = 10.247.25.15Node1 IP = 10.247.25.35
Note :-Only new onsi  andoni-federation chart versions have been updated for the CC -1184796-072023.
","
NA",NA,TRUE,8/3/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.19,D1,OC,NFT - STS URL fix for asm-services-cloud,"
NA","
NA","
NA","
f003f77780d
",NA,TRUE,8/3/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.19,BriteBill,BriteBill,CDEX-247195,"
NA","
NA","1.      The fix in the first topic is related to issues faced on SNPX after switch for classic deployment. 
2.      The fix in the second topic is referent to this defectCDEX-247195

3.      The fix in the third topic is related to adoption of FND core case 1184507-071823","1. As part of the core adoption of 22.12 these RABBITMQ variables names were changed. DevOps should update the same variables in the techops-env-variables.sh file.

Commit id -8d918c63f2c 
2. Fix for cb operator crashloop pod.
Commit id -a4ed0fea3b9

3. Fix for Export MS's serviceinstances.
Commit id -01e7c87cb0c",NA,TRUE,8/3/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.20,MMap,MMAP,CDEX-245801,No,"
15.5.22
","
Rule BQ029_1 definition has been corrected.
","
NA",NA,TRUE,8/4/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.20,BriteBill,BriteBill,CDEX-240312,"
NA","
NA","
Platform hybrid release package: 2.224.7","
693236887da
",NA,TRUE,8/4/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.21,D1,OC,CDEX-247189,"
NA","
async-converter:15.5.9","
NA","
0eb11e0236f
",NA,TRUE,8/7/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.21,MMap,MMAP,CDEX-245801,No,15.5.23,"
Rule BQ029_1 definition has been corrected.
","
NA",NA,TRUE,8/8/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.21,MMap,MMAP,CDEX-246522,No,15.5.22,"
Defect has been fixed to avoid null values by creating indexes.
","
NA",NA,TRUE,8/8/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.21,NEO,OUA,CDEX-248083,"
?Platform Charts:
 
attbsse-aua-10.4.26-prd15.5
ms360-security-10.7.79-33             
nap-common-10.6.349-40            
persistence-10.7.242-8        
platform-10.7.193-53       platform-config-10.7.87-10       
","
?
Build:http://os-delivery-jenkins:8080/job/Delivery/job/ATT_AUA/job/att/job/prd15.5/26/
 
Orchestration Zip:
 
http://os-delivery-nexus:8081/repository/att.yum.snapshot//com/amdocs/oss/aua/attbsse/orchestration/10.4.0.0.0-prd15.5-SNAPSHOT/orchestration-10.4.0.0.0-prd15.5-20230807.154107-24-src.zip
","
?TLC Version:
ATT MSs Image: 
Customization Image:
 ONI Image:
Reference Env:
 Master IP=10.247.187.150
 Node1 IP =10.247.187.145
Backup Build:
Storage Build:
","
?NA
",NA,TRUE,8/8/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.21,C1,C1,NA,"
C1 HF#18","
NA","
NA","
381512311c8
",NA,TRUE,8/8/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.21,D1,OH,NA,"
OH HF#46","
NA","
NA","
f281989b9b2
",NA,TRUE,8/8/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.21,R1,RTB,NA,"
RTB HF#102","
NA","
NA","
d4f641d1981
",NA,TRUE,8/8/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.21,D1,OC,CDEX-228091 ;  CDEX-236619,"
Care HF#93","
NA","
NA","
09c923ba958
",NA,TRUE,8/8/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.21,D1,OC,NA,"
Common Services HF#6
","
NA","
NA","
4d15247cc44
",NA,TRUE,8/8/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.21,D1,OC,NA,NA,"
NA","
Instructions before performing below commit:
Uninstall below list of MSs and also delete resources      associated with these MSs. All of these MSs come underexperience-ms subdomain:pi-experiencepod-experience     productconfigurator-experienceshoppingcart-experienceproduct-order-experienceresourcemanagement-experience","
03bc313b1b8
",NA,TRUE,8/8/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.22 - day1,D1,OH,NA,"
?NA
","
?NA
","
?Instruction before performing below commit: 
 Uninstall      below OH Core MS and delete resources associated with this MS.
 businessactivity-notifycharging
","
?8f958be802f
",NA,FALSE,8/6/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.22 - day1,D1,OC,CDEX-247480,"
NA","
NA","
In PET1 , PET2, SNP and PROD envs:
in cloudera manager under Kafka Broker Configuration  , setMaximum Process File Descriptors : 65534
 https://kafka-att-v2-pet1-node1.petgrp1.attbsse.amdocs.com:7183/cmf/services/1546332570/config#filterScope=Kafka%20Broker&q=descriptor&filterCategory=Performance

See attached picture for reference","
NA",NA,FALSE,8/9/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.22 - day1,D1,OC,CDEX-234523,"
NA","
NA","
Delete(DROP) all primariy indexes which having the name `#primary` from all couchbases (d1,c1,rtb and custom)
Through couchbase UI

 run below query for listing all primary indexes that needs to be deleted -

 SELECT *
FROM system:indexes
WHERE is_primary = TRUE AND name = ""#primary"";


RN is applicable for PET,SNP and PROD envs only (envs that has index replication )


","
NA",NA,FALSE,8/9/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.22,BriteBill,BriteBill,CDEX-248465,"
NA","
NA","
To enable LDAP on containerized Couchbase.

Post steps once changes done – PFA TO-How to setup LADP couchbase-090823-114453.pdf file



","
f4f3fcd8c8f
",day0,TRUE,8/9/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.22 - day1,D1,OC,CDEX-247189,"
Mass HF#21","
NA","
NA","
dc7390f9877
",NA,FALSE,8/9/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.22 - day1,D1,OC,NA,"
OC HF#90","
NA","
NA","
63b22e0cad4
",NA,FALSE,8/9/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.22 - day1,R1,RTB,NA,"
RTB HF#103","
NA","
NA","
48ce0d82012
",NA,FALSE,8/9/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.21,iPaaS,SkyFM,CDEX-247940,"
?NA
","
?Module :
   Bsse-Smart :    bsse-fallout-management : 5470
","
?NA
","
?d49666c5188
cff27570e93
939b0eec7b5
92610ad7c42
",NA,TRUE,8/6/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.23,MMap,MMAP,CDEX-248850,"
?No
","
?15.5.24
","
?Missing entry was populated in gui_ref_inspection table.
","
?NA
",day0,TRUE,8/6/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.24,BriteBill,BriteBill,"CDEX-243147, CDEX-247308","
?NA
","
?NA
","
?
1.Please perform template patching after classic deployment,


2. Please execute this sql script after classic deployment in mysql db.
Note: This query has some updates from the core drop
 & a small correction for the sql query provided in 15.5.09 Patch



","
cb5243e386e

 Platform hybrid release package
2.224.8
",NA,TRUE,8/6/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.23,C1,C1,CDEX-247475,"
?NA
","
catalogoneintegration-outboundfilte : 15.5.22
","
?NA
","
?6127f645c89
",day0,TRUE,8/11/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.24,BriteBill,BriteBill,CDEX-249596,"
?NA
","
?NA
","
?Target ENV -  SNP/PROD

Addition to bit bucket commit please execute attached couchbase query to fix existing document expiration ..

","
?f15a1fc3588
",NA,TRUE,8/13/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.23,D1,OH,CDEX-245366,"
?HF#47
","
?NA
","
?NA
","
?b8f26f29396
",day0,TRUE,8/13/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.23 - Day1,MMap,MMAP,RTB token secret key Updated,"
NA","
NA","
RTB token secret key got expired. ATT has provided new secret key as below which needs to be configured in all NPRD environments. For Prod, SNP01 and SNPx it is already configured through CR CHG000008631887 on 8/14.
 
31697-MMap-RTB-NONPROD-Consume
               Application (client) ID: 3e52f5b2-36c1-4663-8fbd-4198804dc4da
              Directory (tenant) ID: e741d71c-c6b6-47b0-803c-0f3b32b07556
MMap Non Prod to RTB Value
              Ay78Q~0OkfldZjZdKfqrcSh316LCKeLVYLfmnaiZ
MMap Non Prod to RTB Secret ID              5b486d7a-dafc-4d43-9c38-249edee081f2","
NA",NA,FALSE,8/14/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.24,MMap,MMAP,CDEX-249809,"
NA","
NA","
As per recommendation from PET1 team, we need to upgrade heap memory from 10 GB and 12 GB. This is currently observed in PET1 only due to huge data load in testing.
POD_NAME: pet-mm-attmm-tx3-8456b94f94-bhwp7 (v1:metadata.name)","
NA",NA,TRUE,8/14/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.00,NEO,OSO,ITR16.3 Baseline,"
oni-federation-1.0.699-52
onsi-2.0.1461-66
ops-ui-1.0.837-15
run-time-catalog-1.0.289-23
persistence-10.7.242
platform-10.7.193-53
platform-config-10.7.87ms360-security-10.7.79-25
nap-common-10.6.349-3","
Orchestration Zip: http://os-nexus2:8081/repository/att.maven.snapshot/com/amdocs/oss/att/customization/att-orchestration/10.4-Support0-SNAPSHOT/att-orchestration-10.4-Support0-20230808.233542-2-src.zip
Storage Build: (failed)
http://ilososp030.corp.amdocs.com:7070/view/ATT/job/ATT_Storage_Creation_10.4/199/
","
TLC Version:   10.4.349-Support0
Reference Images:
ATT MSs Image:  10.4-Support0-SNAPSHOT-113
Customization Image:  10.4-Support0-SNAPSHOT-263
ONI Image: 10.4-Support0-SNAPSHOT-17
Reference Env:
Reference Env:
Master IP = 10.247.21.185
Node1 IP = 10.247.21.190Chart Backup Build:
http://os-delivery-jenkins:8080/job/Utility/job/NexusUtility/job/backupOldCharts/36/
Image Backup Build:(failed)http://os-delivery-jenkins:8080/job/Utility/job/NexusUtility/job/backupDockersWithoutDeploy/277/","
NA",NA,TRUE,8/14/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.24,D1;#R1,OC;#OH;#RTB,CDEX-238148,"
NA","
NA","
Move folder applicationcontext-subdomain   from profileValues/customEnvType/nft/products/ec to profileValues/customEnvType/nft/products/csr","
ef7a317d157
",NA,TRUE,8/14/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.00,NEO,OUA,ITR16.3 Baseline CDEX-247528 CDEX-249519 CDEX-252269 BSSE-79714,"
attbsse-aua-10.4.2631-develop          
ms360-security-10.7.88-20                 
nap-common-10.6.368 -16               
persistence-10.7.279-10         
platform-10.7.225-38           platform-config-10.7.96-4","
Build:http://os-delivery-jenkins:8080/job/Delivery/job/ATT_AUA/job/att/job/develop/2631/
Orchestration Zip: http://os-nexus2:8081/repository/att.yum.snapshot//com/amdocs/oss/aua/attbsse/orchestration/10.4.0.0.0-develop-SNAPSHOT/orchestration-10.4.0.0.0-develop-20230821.204533-7-src.zip
","
Reference Env:
Master IP =10.247.146.155
Node1 IP =10.247.146.206
OUA Simulators:att_simulators_16.3.tar
","
NA",NA,TRUE,8/14/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.24,R1,RTB,CDEX-245724 ; CDEX-247306 ; CDEX-248903 CDEX-246923,"
RTB HF#107","
NA","
NA","
17ba942f973
",NA,TRUE,8/16/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.25,MMap,MMAP,CDEX-247965,"
?NA
","
15.5.25
","
?Entities configured correctly for below rulesBQ001_1, BQ001_2, BQ001_3, BQ001_4, BQ004_3, BQ007_1, BQ007_2, BQ015_5, BQ29_1, BQ21_11, BQ21_22, BQ21_4
","
?NA
",Day1,TRUE,8/17/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.26-day1,MMap,MMAP,CDEX-237202 CDEX-237207,"
NA","
15.5.25
","
Parameter value for solution date of Audit phase report logic has been modified
","
NA",NA,FALSE,8/17/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.26-day1,R1,RTB,CDEX-233580,"
NA","
NA","
NA","
161cea8134b
",NA,FALSE,8/20/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.26,D1,OC,CDEX-251024,"
NA","
NA","
NA","
39514fde8a3

3e23b324703

",day1,TRUE,8/20/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.26-day1,NEO,OSO,CDEX-250614,"
oni-federation-1.0.699-52
onsi-2.0.1461-66
ops-ui-1.0.837-15
run-time-catalog-1.0.289-23
persistence-10.7.242
platform-10.7.193-53
platform-config-10.7.87ms360-security-10.7.79-25
nap-common-10.6.349-3","
NA","
Reference Env:
Master IP = 10.247.21.185Node1 IP = 10.247.21.190
Note :-Only new ops-ui chart versions have been updated for the CC -1156984-080723.
","
NA",NA,FALSE,8/20/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.27,R1,RTB,NA,"
?HF#111
","
?NA
","
?NA
","
?be138148f0b
",,TRUE,8/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.27,D1,OH,CDEX-251362,"
?HF#48
","
?NA
","
?NA
","
?e22b7e8c192
",,TRUE,8/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.28,MMap,MMAP,CDEX-251691,"
?NA
","
?15.5.26
","
?During Prod PI15 upgrade there was gap to deploy new audit point and audit phase configuration. After deployment of given VM ID i.e. 15.5.26, new configuration provided ATT focal will be in place.
","
?NA
",NA,TRUE,8/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.28,MMap,MMAP,CDEX-251815,"
?NA
","
?NA
","
?To fix the issue memory configuration of TX3 pod requires to increase.
Limits:
     CPU:     3
     Memory:  18G
Requests:
     CPU:     1
     Memory:  12G
 
Please increase  minimum replica to 3 from 1 and maximum replica to 7.
","
?NA
",NA,TRUE,8/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.28,iPaaS,Sky-View,BSSE-78763  BSSE-78765 + CDEX-237813 BSSE-80678 BSSE-80679,"
?NA
","
?NA
","
?NA
","
?588eab69626
",NA,TRUE,8/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.29,D1,OC,CDEX-238369,"
?HF#94
","
?NA
","
?NA
","
?748d06f9305
",NA,TRUE,8/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
